num_persons,prop_asian,prop_black,prop_hisp,prop_white,num_asian,num_black,num_hisp,num_white,num_pov,rate_pov,num_sing_parent,num_households,rate_sing_parent,num_25_and_over_no_HS,num_25_and_over,prop_25_and_over_no_HS
1537741,0.030311346,0.175919092,0.095921875,0.697847687,46611,270518,147503,1073109,203889,0.132589949,74238,615847,0.120546175,113004,1008409,0.112061673
